username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
	2013-04-15 23:59	0	0	"Here is a good read on how obamacare blows http:// news.yahoo.com/want-know-obam acare-really-ask-someone-massachusetts-212141137.html …"				"323948711262695424"	https://twitter.com/multitudegaming/status/323948711262695424
	2013-04-15 23:59	1	0	"Obamacare To Slash Hundreds Of Billions From Medicare Advantage Over Next ... - Forbes http:// dlvr.it/3DwSy0"				"323948674331856896"	https://twitter.com/InsuranceIssues/status/323948674331856896
	2013-04-15 23:58	0	0	"US and International News :: Another business cuts workers' hours in answer to Obamacare :: ...: http:... http:// bit.ly/139X2t0"				"323948587790786560"	https://twitter.com/rocconservative/status/323948587790786560
	2013-04-15 23:58	0	0	"FINAL CUT: Movie Chain Clips Workers' Hours, Blames ObamaCare http:// fxn.ws/Zt2nsi"				"323948527208235009"	https://twitter.com/PositPoint/status/323948527208235009
	2013-04-15 23:58	0	0	"FINAL CUT: Movie Chain Clips Workers' Hours, Blames ObamaCare , http:// fxn.ws/117wtlq -"				"323948452130205697"	https://twitter.com/TxMBRUISER/status/323948452130205697
	2013-04-15 23:58	0	0	"Justo aca !! D:"				"323948388087394304"	https://twitter.com/LeonelaAcua1/status/323948388087394304
	2013-04-15 23:58	0	0	"welp, america sucks. obamacare , boston gets bombed. good going Obama. #americathegreat #america_EpicFailure"			#americathegreat #america_EpicFailure	"323948382970318849"	https://twitter.com/Mrs_CQuiseng/status/323948382970318849
	2013-04-15 23:57	0	0	"Obamacare Makes First Contact With Many on Tax Day | Fox News http:// fxn.ws/YKdUI8 via @foxnewspolitics"		@foxnewspolitics		"323948278041436160"	https://twitter.com/FishmanLevine/status/323948278041436160
	2013-04-15 23:57	1	0	"Usually my mom would have stayed overnight but with obamacare they just do the operation then make you leave. Yeah think about that."				"323948222152331266"	https://twitter.com/lktbrooke/status/323948222152331266
	2013-04-15 23:56	0	0	"ACA AWKWARD ."				"323948081836081152"	https://twitter.com/angeliccaa__/status/323948081836081152
	2013-04-15 23:56	0	0	"Report Regal to cut hours due to Obamacare requirements http:// tf.to/aXKam"				"323947993759875072"	https://twitter.com/knoxvillenews1/status/323947993759875072
	2013-04-15 23:56	0	0	"#ObamaCare @MedEconomics Malpractice reform is a necessary but absent part of ObamaCare http:// goo.gl/CaswV"		@MedEconomics	#ObamaCare	"323947973820182528"	https://twitter.com/ImagesMD/status/323947973820182528
	2013-04-15 23:56	0	0	"aca , whatsappeando con una feaa (((:"				"323947876860448768"	https://twitter.com/LuciaMarinetti/status/323947876860448768
	2013-04-15 23:55	0	0	"White trash aca !"				"323947820027613186"	https://twitter.com/JuaniDevida/status/323947820027613186
	2013-04-15 23:55	1	0	"~~~~~~> Obamacare 's Turning Millions of Full Time Jobs Into Part Time Ones WITHOUT Health Care Coverage."				"323947805402095617"	https://twitter.com/tradethecycles/status/323947805402095617
	2013-04-15 23:55	0	0	"@aca _alaina @edsheerrann which ment you most likely believed it right? Haha I don't care I'm just saying"		@aca @edsheerrann		"323947805213331458"	https://twitter.com/Caitlin_Woah/status/323947805213331458
	2013-04-15 23:54	0	0	"Arkansas House votes not to accept Obamacare ‘bribe’. http:// dailycaller.com/2013/04/15/ark ansas-house-votes-not-to-accept-obamacare-bribe/ …"				"323947561088069632"	https://twitter.com/starramblings/status/323947561088069632
	2013-04-15 23:54	0	0	"Aca con @NeruBilbilian en mate today. pic.twitter.com/WmVr6TSsWM"		@NeruBilbilian		"323947517995790336"	https://twitter.com/_yamigraneros/status/323947517995790336
	2013-04-15 23:54	0	0	"Aca awkward lol."				"323947487322849280"	https://twitter.com/EricCastillo_/status/323947487322849280
	2013-04-15 23:54	0	0	"@aca _alaina That's cute! I love it!"		@aca		"323947435326070784"	https://twitter.com/PaulAlgu12/status/323947435326070784
	2013-04-15 23:54	0	0	"Five Myths About Obamacare You Probably Believe http://www. takepart.com/article/2013/0 4/03/five-myths-about-obamacare-you-probably-believe?cmpid=tp-ptnr-upworthy#.UWyTAYUORMU.twitter … via @TakePart"		@TakePart	#	"323947403612938240"	https://twitter.com/dustonthewind/status/323947403612938240
	2013-04-15 23:54	0	1	"@mack_tilton well I don't want to burst your bubble but I got asked to replace you sooooo............ #aca #awkward"		@mack_tilton	#aca #awkward	"323947356720607233"	https://twitter.com/kayla_hoskins/status/323947356720607233
	2013-04-15 23:53	0	0	"@aca _alaina @edsheerrann awkward because it was an 8 year old boy"		@aca @edsheerrann		"323947243835105280"	https://twitter.com/Caitlin_Woah/status/323947243835105280
	2013-04-15 23:53	0	0	"Nation's biggest movie theater chain cuts workweek, blaming ObamaCare | Fox News http:// fxn.ws/117wtlq #obamacare #repealobamacare"			#obamacare #repealobamacare	"323947202294714368"	https://twitter.com/red_n_right/status/323947202294714368
	2013-04-15 23:53	0	0	"Nation's biggest movie theater chain cuts workweek, blaming ObamaCare | Fox News http:// fxn.ws/117wtlq via @foxnews"		@foxnews		"323947163828760576"	https://twitter.com/mwjii/status/323947163828760576
	2013-04-15 23:53	0	0	"Nation's biggest movie theater chain cuts workweek, blaming ObamaCare | Fox News http:// fxn.ws/117wtlq via @foxnews"		@foxnews		"323947156169973760"	https://twitter.com/portageekine/status/323947156169973760
	2013-04-15 23:53	0	0	"My prayers go out to the family and friends of the people who were hurt or killed in the Boston Marathon explosion."				"323947137048133633"	https://twitter.com/aca_andrea/status/323947137048133633
	2013-04-15 23:52	0	0	"Want to Know What Obamacare Will Really Be Like? Ask Someone in Massachusetts http:// bit.ly/14r8vsT"				"323946971826122752"	https://twitter.com/ThinkerInMotion/status/323946971826122752
	2013-04-15 23:52	0	0	"Fire alarm at CNM. Why couldn't you last into my next class? :("				"323946971524104194"	https://twitter.com/aca_andrea/status/323946971524104194
	2013-04-15 23:52	0	0	"@JaiBrooks1 I hate ACA and Tracy Grimshaw more!"		@JaiBrooks1		"323946930541559809"	https://twitter.com/Simply1D_xx/status/323946930541559809
	2013-04-15 23:52	0	0	"Pennsylvania News Pennsylvania OKs Bill to Stop Abortion Funding in Obamacare - LifeNe... http:// bit.ly/11jqNHx Latest PA News"				"323946872475643904"	https://twitter.com/PennNews/status/323946872475643904
	2013-04-15 23:51	0	2	"Aca awkward"				"323946795162038273"	https://twitter.com/ker_ker22/status/323946795162038273
	2013-04-15 23:51	0	0	"Check out this article from @FOXNews . FINAL CUT: Movie Chain Clips Workers' Hours, Blames ObamaCare : http:// fxn.ws/117wtlq"		@FOXNews		"323946748177440768"	https://twitter.com/cookieg35/status/323946748177440768
	2013-04-15 23:51	0	0	"Chris Littleton new article on Obamacare mess in Ohio "Politics is sport– I fight for the users!" http:// fb.me/2zGaCAviA"				"323946659757293568"	https://twitter.com/LOTRCincy/status/323946659757293568
	2013-04-15 23:50	1	0	"@NamjooAP_ aca nice day too mom :)"		@NamjooAP_		"323946528744022017"	https://twitter.com/kimjondgin/status/323946528744022017
	2013-04-15 23:50	0	0	"#editorial : #CA must find a cure for its doctor shortage -- and Obamacare doesn't help: http:// bit.ly/17fNtcB"			#editorial #CA	"323946499581038595"	https://twitter.com/EastBayOpinion/status/323946499581038595
	2013-04-15 23:50	2	2	"aca awkward"				"323946491129503745"	https://twitter.com/madelinerosee13/status/323946491129503745
	2013-04-15 23:50	0	0	"April 19 is final statewide school workshop to discuss pay or play provisions of the Affordable Care Act. http:// ow.ly/k4I2Z #ACA"			#ACA	"323946472695529472"	https://twitter.com/brickerlaw/status/323946472695529472
	2013-04-15 23:50	0	0	"Nation's biggest movie theater chain cuts workweek, blaming ObamaCare - Fox News http:// dlvr.it/3DwPtt"				"323946354143531009"	https://twitter.com/Theatreshare/status/323946354143531009
	2013-04-15 23:49	0	0	"FINAL CUT: Movie Chain Clips Workers' Hours, Blames ObamaCare , http:// fxn.ws/117wtlq - Sent via the FOX News Android App."				"323946257351593984"	https://twitter.com/Terry__McDonald/status/323946257351593984
	2013-04-15 23:49	0	0	"Want to Know What Obamacare Will Really Be Like? Ask Someone in Massachusetts - Yahoo! News http:// news.yahoo.com/want-know-obam acare-really-ask-someone-massachusetts-212141137.html … via @YahooNews"		@YahooNews		"323946236027752448"	https://twitter.com/GORGONOPSID/status/323946236027752448
