username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
	2010-08-09 23:57	0	0	"SBA polling in pro-life Dem districts shows strong opposition to ObamaCare http://nxy.in/dqs61"				"20747756847"	https://twitter.com/drenwin007/status/20747756847
	2010-08-09 23:54	0	0	"Are HSAs Doomed Under ObamaCare ? http://lnkd.in/A2HaX2"				"20747547342"	https://twitter.com/InsSuffolkBrkg/status/20747547342
	2010-08-09 23:54	0	0	"Rep Steve Kagen [D] from WI-8 voted for Obamacare -- vote em out in Nov #tcot #912 #teaparty #gop #dnc #vote2010 #tlot #p2"			#tcot #912 #teaparty #gop #dnc #vote2010 #tlot #p2	"20747508265"	https://twitter.com/HCReminder/status/20747508265
	2010-08-09 23:53	2	0	"Corporate lobbyists fought Missouri voters to protect #ObamaCare http://exm.nr/bNlQmA #healthcare #teaparty #tpp #tcot #majority #MO #912P"			#ObamaCare #healthcare #teaparty #tpp #tcot #majority #MO #912P	"20747500142"	https://twitter.com/DMashak/status/20747500142
	2010-08-09 23:53	0	0	"Accounting Job: Auditor - Bank - Part Qualified ACA - Circa £30K: This role is ideal for candidates looking to http://url4.eu/6oTp7"				"20747457091"	https://twitter.com/tntjobs/status/20747457091
	2010-08-09 23:51	0	0	"Hello World! =) aca @JonaasObsesion"		@JonaasObsesion		"20747336990"	https://twitter.com/JPruittChile/status/20747336990
	2010-08-09 23:51	0	0	"Obamacare to crush middle class families http://shybarbarian.com/?p=700"				"20747319139"	https://twitter.com/shybarbarian/status/20747319139
	2010-08-09 23:51	0	0	"Pelosi lie exposed – real cost of Obamacare is $2 trillion over first 10 years http://shybarbarian.com/?p=699"				"20747315206"	https://twitter.com/shybarbarian/status/20747315206
	2010-08-09 23:50	0	0	"Dick Morris: Passing Obamacare was a suicide pact among Dems http://shybarbarian.com/?p=685"				"20747265615"	https://twitter.com/shybarbarian/status/20747265615
	2010-08-09 23:50	0	0	"Breaking: 13 states file suit over Obamacare http://shybarbarian.com/?p=683"				"20747259361"	https://twitter.com/shybarbarian/status/20747259361
	2010-08-09 23:48	0	0	"Rep David Obey [D] from WI-7 voted for Obamacare -- vote em out in Nov #tcot #912 #teaparty #gop #dnc #vote2010 #tlot #p2"			#tcot #912 #teaparty #gop #dnc #vote2010 #tlot #p2	"20747092974"	https://twitter.com/HCReminder/status/20747092974
	2010-08-09 23:45	0	0	"Howard Dean Claims Unpopular ObamaCare Mandate Could Be Ruled Unconstitutional: Newsbusters.org:A well known polit... http://bit.ly/c55sDk"				"20746952459"	https://twitter.com/MrGreyGhost1/status/20746952459
	2010-08-09 23:45	0	0	"Howard Dean Claims Unpopular ObamaCare Mandate Could Be Ruled Unconstitutional: Newsbusters.org:A well known polit... http://bit.ly/c55sDk"				"20746952409"	https://twitter.com/MrGreyGhost1/status/20746952409
	2010-08-09 23:45	0	0	"Check this video out -- State Leaders Against ' Obamacare ' http://youtu.be/Pnpb3U-biFc"				"20746900363"	https://twitter.com/jhjulian1956/status/20746900363
	2010-08-09 23:42	0	0	"Rep Gwen Moore [D] from WI-4 voted for Obamacare -- vote em out in Nov #tcot #912 #teaparty #gop #dnc #vote2010 #tlot #p2"			#tcot #912 #teaparty #gop #dnc #vote2010 #tlot #p2	"20746681338"	https://twitter.com/HCReminder/status/20746681338
	2010-08-09 23:39	1	0	"#tcot #dems #gop #teaparty #obama #politics #liberals #HCB HELP REPEAL OBAMACARE ! http://is.gd/d1tul"			#tcot #dems #gop #teaparty #obama #politics #liberals #HCB	"20746516271"	https://twitter.com/Calroofer/status/20746516271
	2010-08-09 23:38	0	0	"#teaparty Prop C passes overwhelmingly http://bit.ly/cnRmfU #healthcare #obamacare #tpp #tcot #majority #cspj #ocra #912P #CFL"			#teaparty #healthcare #obamacare #tpp #tcot #majority #cspj #ocra #912P #CFL	"20746417972"	https://twitter.com/DMashak/status/20746417972
	2010-08-09 23:36	1	0	"RT @KatyinIndy Repealing Obamacare : Politically Feasible, Morally Urgent #tweetcongress http://is.gd/eaCAK #tcot #gop #hhrs #sgp"		@KatyinIndy	#tweetcongress #tcot #gop #hhrs #sgp	"20746309029"	https://twitter.com/fgdiii/status/20746309029
	2010-08-09 23:36	0	0	"Rep Ronald Kind [D] from WI-3 voted for Obamacare -- vote em out in Nov #tcot #912 #teaparty #gop #dnc #vote2010 #tlot #p2"			#tcot #912 #teaparty #gop #dnc #vote2010 #tlot #p2	"20746274858"	https://twitter.com/HCReminder/status/20746274858
	2010-08-09 23:35	0	0	"#tcot #dems #teaparty #obama #politics #obamacare That "Obama Change" With Your Taxes At Work: http://is.gd/dckoV"			#tcot #dems #teaparty #obama #politics #obamacare	"20746250630"	https://twitter.com/Calroofer/status/20746250630
	2010-08-09 23:35	0	0	"http://euraeka.com/articles/7118886-Clarice-s-Pieces-From-Cordoba-to-Marbella #pelosi #medicare #obamacare #double -count #epa"			#pelosi #medicare #obamacare #double #epa	"20746239931"	https://twitter.com/the_world_news/status/20746239931
	2010-08-09 23:34	0	0	"@Tanapseudes I want more GPs but less ObamaCare myself."		@Tanapseudes		"20746158921"	https://twitter.com/BulletMagnetEd/status/20746158921
	2010-08-09 23:34	0	0	"@FEDERICODIAZZ heyyy heyy aca toy yoooooo!!!!!!!!! Xoxooooooo""""" :)"		@FEDERICODIAZZ		"20746153597"	https://twitter.com/herrreraCarol/status/20746153597
	2010-08-09 23:32	0	0	"@coritazul jellou aca"		@coritazul		"20745995079"	https://twitter.com/vinotinto34/status/20745995079
	2010-08-09 23:30	0	0	"iNewStand Politics: Walt Minnick Is Not Willing to Repeal Obamacare http://ow.ly/18v7Sx"				"20745905420"	https://twitter.com/iNewsStand/status/20745905420
	2010-08-09 23:30	1	0	"Bill Gates need to explain why too many doctors trained as specialists is a bad thing. Wants more General practice doctors for Obamacare"				"20745880321"	https://twitter.com/Tanapseudes/status/20745880321
	2010-08-09 23:30	0	0	"Nice boost to #ACA ratings last night with the entire porgramme devoted to Lindy Chamberlain 30 years on"			#ACA	"20745871755"	https://twitter.com/THETUBEtv/status/20745871755
	2010-08-09 23:30	1	0	"Rep Tammy Baldwin [D] from WI-2 voted for Obamacare -- vote em out in Nov #tcot #912 #teaparty #gop #dnc #vote2010 #tlot #p2"			#tcot #912 #teaparty #gop #dnc #vote2010 #tlot #p2	"20745858891"	https://twitter.com/HCReminder/status/20745858891
	2010-08-09 23:29	0	0	"7 News 1.569M, ACA 1.379M, Nine News 1.365M, Today Tonight 1.341M, 2Half Men 1.300M, Hot In Cleveland 1.204M, 2Half Men RPT 1.146M #ratings"			#ratings	"20745793507"	https://twitter.com/THETUBEtv/status/20745793507
	2010-08-09 23:27	5	0	"Repealing Obamacare : Politically Feasible, Morally Urgent #tweetcongress http://is.gd/eaCAK #tcot #gop #hhrs #sgp"			#tweetcongress #tcot #gop #hhrs #sgp	"20745672392"	https://twitter.com/KatyinIndy/status/20745672392
	2010-08-09 23:26	1	0	"Now Bill Gates is explaining and supporting the death panels in Obamacare . Audio on Michael Savage. Also says we have too many specialists"				"20745613459"	https://twitter.com/Tanapseudes/status/20745613459
	2010-08-09 23:24	1	0	"@carolmswain wow - govt pays for colleges to recruit & train students to administer ... ObamaCare . Can't make it up! #HCR #RememberNovember"		@carolmswain	#HCR #RememberNovember	"20745470458"	https://twitter.com/sistertoldjah/status/20745470458
	2010-08-09 23:24	0	0	"Rep Adam Smith [D] from WA-9 voted for Obamacare -- vote em out in Nov #tcot #912 #teaparty #gop #dnc #vote2010 #tlot #p2"			#tcot #912 #teaparty #gop #dnc #vote2010 #tlot #p2	"20745458713"	https://twitter.com/HCReminder/status/20745458713
	2010-08-09 23:23	0	0	"States Rebelling Against ObamaCare - http://cptl.st/dwyTo3"				"20745435185"	https://twitter.com/RoxanneAllaire/status/20745435185
	2010-08-09 23:23	3	1	"Liberals....if Obamacare is so great why didn't Congress want it? We will keep asking this question. Waiting for answer."				"20745404077"	https://twitter.com/linktobob/status/20745404077
	2010-08-09 23:22	0	0	""Medicare Actuary Questions Obamacare Savings" http://bit.ly/9Bp2XD (via @jamesZsmith ) Can you believe the spin they are trying?"		@jamesZsmith		"20745373319"	https://twitter.com/Wyobar/status/20745373319
	2010-08-09 23:22	0	0	"Come to "All's Quiet / Dorian's Decay @ACA House (Cedar Rapids, IA)" Sunday, August 29 from 6:00 pm to 11:00 pm.... http://fb.me/CqU1tUS6"		@ACA		"20745370156"	https://twitter.com/MisfortunateSon/status/20745370156
	2010-08-09 23:19	1	0	"RT @AskMarion : Obamacare Repeal Gains Momentum - HUMAN EVENTS http://shar.es/0mjNH"		@AskMarion		"20745146393"	https://twitter.com/pepper_10/status/20745146393
	2010-08-09 23:19	0	0	"American Thinker: The Deadly Pact: How ObamaCare will 'Save' Money: http://bit.ly/cqBepA via @addthis ObamaCare is deadly!!"		@addthis		"20745132525"	https://twitter.com/snowandrain/status/20745132525
	2010-08-09 23:18	0	0	"UT OH BABY BOOMERS! Doctors *REFUSE* Medicare patients DUE 2 ObamaCare http://bit.ly/cwOXYF #tcot #tlot #teaparty #sgp #iamthemob #p2"			#tcot #tlot #teaparty #sgp #iamthemob #p2	"20745094131"	https://twitter.com/slone/status/20745094131
	2010-08-09 23:18	0	0	"Rep James McDermott [D] from WA-7 voted for Obamacare -- vote em out in Nov #tcot #912 #teaparty #gop #dnc #vote2010 #tlot #p2"			#tcot #912 #teaparty #gop #dnc #vote2010 #tlot #p2	"20745058872"	https://twitter.com/HCReminder/status/20745058872
